2023-04-07 21:47:27,858 INFO    StreamThr :174312 [internal.py:wandb_internal():86] W&B internal server running at pid: 174312, started at: 2023-04-07 21:47:27.858020
2023-04-07 21:47:27,859 DEBUG   HandlerThread:174312 [handler.py:handle_request():144] handle_request: status
2023-04-07 21:47:27,863 INFO    WriterThread:174312 [datastore.py:open_for_write():85] open: /home/oem/Projects/provably_fl/wandb/run-20230407_214727-1kl3ojsj/run-1kl3ojsj.wandb
2023-04-07 21:47:27,863 DEBUG   SenderThread:174312 [sender.py:send():375] send: header
2023-04-07 21:47:27,874 DEBUG   SenderThread:174312 [sender.py:send():375] send: run
2023-04-07 21:47:28,411 INFO    SenderThread:174312 [dir_watcher.py:__init__():219] watching files in: /home/oem/Projects/provably_fl/wandb/run-20230407_214727-1kl3ojsj/files
2023-04-07 21:47:28,411 INFO    SenderThread:174312 [sender.py:_start_run_threads():1124] run started: 1kl3ojsj with start time 1680871647.859186
2023-04-07 21:47:28,411 DEBUG   SenderThread:174312 [sender.py:send_request():402] send_request: summary_record
2023-04-07 21:47:28,412 INFO    SenderThread:174312 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-07 21:47:28,417 DEBUG   HandlerThread:174312 [handler.py:handle_request():144] handle_request: check_version
2023-04-07 21:47:28,417 DEBUG   SenderThread:174312 [sender.py:send_request():402] send_request: check_version
2023-04-07 21:47:28,469 DEBUG   HandlerThread:174312 [handler.py:handle_request():144] handle_request: run_start
2023-04-07 21:47:28,475 DEBUG   HandlerThread:174312 [system_info.py:__init__():31] System info init
2023-04-07 21:47:28,475 DEBUG   HandlerThread:174312 [system_info.py:__init__():46] System info init done
2023-04-07 21:47:28,475 INFO    HandlerThread:174312 [system_monitor.py:start():181] Starting system monitor
2023-04-07 21:47:28,476 INFO    SystemMonitor:174312 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-07 21:47:28,476 INFO    SystemMonitor:174312 [interfaces.py:start():190] Started cpu monitoring
2023-04-07 21:47:28,476 INFO    HandlerThread:174312 [system_monitor.py:probe():201] Collecting system info
2023-04-07 21:47:28,476 INFO    SystemMonitor:174312 [interfaces.py:start():190] Started disk monitoring
2023-04-07 21:47:28,477 INFO    SystemMonitor:174312 [interfaces.py:start():190] Started gpu monitoring
2023-04-07 21:47:28,478 INFO    SystemMonitor:174312 [interfaces.py:start():190] Started memory monitoring
2023-04-07 21:47:28,478 INFO    SystemMonitor:174312 [interfaces.py:start():190] Started network monitoring
2023-04-07 21:47:28,504 DEBUG   HandlerThread:174312 [system_info.py:probe():195] Probing system
2023-04-07 21:47:28,510 DEBUG   HandlerThread:174312 [system_info.py:_probe_git():180] Probing git
2023-04-07 21:47:28,519 DEBUG   HandlerThread:174312 [system_info.py:_probe_git():188] Probing git done
2023-04-07 21:47:28,519 DEBUG   HandlerThread:174312 [system_info.py:probe():240] Probing system done
2023-04-07 21:47:28,519 DEBUG   HandlerThread:174312 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-69-generic-x86_64-with-glibc2.17', 'python': '3.8.16', 'heartbeatAt': '2023-04-07T12:47:28.505073', 'startedAt': '2023-04-07T12:47:27.850021', 'docker': None, 'cuda': None, 'args': ('--task', 'cifar100_cnum100_dist1_skew0.8_seed0', '--model', 'cnn', '--algorithm', 'fedprob', '--num_rounds', '500', '--num_epochs', '5', '--learning_rate', '0.01', '--proportion', '0.1', '--batch_size', '10', '--eval_interval', '1', '--log_wandb', '--sigma_certify', '1', '--session_name', 'sigma1'), 'state': 'running', 'program': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/duclong1009/Provably_FL.git', 'commit': 'f3a8e812f390248681165a822addfb8ef8aa93bd'}, 'email': 'duclong10092000@gmail.com', 'root': '/home/oem/Projects/provably_fl', 'host': 'oem-Legion-T730-28ICO', 'username': 'oem', 'executable': '/home/oem/anaconda3/envs/pytorch/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3737.5015625, 'min': 800.0, 'max': 5000.0}, 'cpu_freq_per_core': [{'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 4700.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 4700.025, 'min': 800.0, 'max': 5000.0}], 'disk': {'total': 937.3305015563965, 'used': 55.620758056640625}, 'gpu': 'NVIDIA GeForce RTX 2080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2080', 'memory_total': 8589934592}], 'memory': {'total': 31.297256469726562}}
2023-04-07 21:47:28,519 INFO    HandlerThread:174312 [system_monitor.py:probe():211] Finished collecting system info
2023-04-07 21:47:28,519 INFO    HandlerThread:174312 [system_monitor.py:probe():214] Publishing system info
2023-04-07 21:47:28,519 DEBUG   HandlerThread:174312 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-07 21:47:28,520 DEBUG   HandlerThread:174312 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-07 21:47:28,520 DEBUG   HandlerThread:174312 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-07 21:47:29,412 INFO    Thread-12 :174312 [dir_watcher.py:_on_file_created():278] file/dir created: /home/oem/Projects/provably_fl/wandb/run-20230407_214727-1kl3ojsj/files/requirements.txt
2023-04-07 21:47:29,412 INFO    Thread-12 :174312 [dir_watcher.py:_on_file_created():278] file/dir created: /home/oem/Projects/provably_fl/wandb/run-20230407_214727-1kl3ojsj/files/conda-environment.yaml
2023-04-07 21:47:29,413 INFO    Thread-12 :174312 [dir_watcher.py:_on_file_created():278] file/dir created: /home/oem/Projects/provably_fl/wandb/run-20230407_214727-1kl3ojsj/files/wandb-summary.json
2023-04-07 21:47:31,053 DEBUG   HandlerThread:174312 [system_info.py:_save_conda():86] Saving conda packages done
2023-04-07 21:47:31,053 INFO    HandlerThread:174312 [system_monitor.py:probe():216] Finished publishing system info
2023-04-07 21:47:31,056 DEBUG   SenderThread:174312 [sender.py:send():375] send: files
2023-04-07 21:47:31,056 INFO    SenderThread:174312 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-04-07 21:47:31,061 DEBUG   SenderThread:174312 [sender.py:send():375] send: telemetry
2023-04-07 21:47:31,094 DEBUG   HandlerThread:174312 [handler.py:handle_request():144] handle_request: stop_status
2023-04-07 21:47:31,094 DEBUG   SenderThread:174312 [sender.py:send_request():402] send_request: stop_status
2023-04-07 21:47:31,272 DEBUG   SenderThread:174312 [sender.py:send():375] send: telemetry
